 	Issue
All England Law Reports 39, The State of West Bengal v. Anwar Ali Sarkar (1952)	None
SCR 284, Devi Das Gopal Krishnan and Ors.	None
v. State of Punjab and Ors.	None
(supra) and A.N. Parasuraman and others v. State of Tamil Nadu (1989) 4 SCC 683 to support the conclusion recorded by the High Court that Section 32 (5A) is a piece of excessive delegation.	None
The issue relating to excessive delegation of legislative powers has engaged the attention of this Court for the last more than half century.	None
In Devi Das Gopal Krishnan and Ors.	None
v. State of Punjab and Ors.	None
(supra), Kunnathat Thathunni Moopil Nair v. State of Kerala ( 1961) 3	None
SCR 77 and A.N. Parasuraman and others v. State of Tamil Nadu (supra), the Court did not favour a liberal application of the concept of delegation of legislative powers but in a large number of other judgments including Jyoti Pershad v. the Administrator for the Union Territory of Delhi (supra), Ajoy Kumar Banerjee v. Union of India (1984) 3 SCC 127 , Maharashtra State Board of S.H.S.E. v. Paritosh Bhupeshkumar Sheth (1984) 4 SCC 27 , Kishan Prakash Sharma v. Union of India (2001) 5 SCC 212 and Union of India v. Azadi Bachao Andolan (2004) 10 SCC 1 , the Court recognized that it is not possible for the legislature to enact laws with minute details to deal with increasing complexities of governance in a political democracy, and held that the legislature can lay down broad policy principles and guidelines and leave the details to be worked out by the executive and the agencies instrumentalities of the State and that the delegation of the powers upon such authorities to implement the legislative policy cannot be castigated as excessive delegation of the legislative power.	None
In Jyoti Pershad v. the Administrator for the Union Territory of Delhi (supra), the Court dealt with the question whether Section 19(1) of the Slum Areas (Improvement and Clearance) Act, 1956 which adversely affected the decree of eviction obtained by the landlord against the tenant was a piece of excessive delegation.	None
It was argued that the power vested in the competent authority to withhold eviction in pursuance of orders or decrees of the Court was ultra vires the provisions of the Constitution.	None
While repelling this argument, the Court referred to the provisions of the 1956 Act and observed In the context of modern conditions and the variety and complexity of the situations which present themselves for solution, it is not possible for the Legislature to envisage in detail every possibility and make provision for them.	None
The Legislature therefore is forced to leave the authorities created by it an ample discretion limited, however, by the guidance afforded by the Act.	None
This is the ratio of delegated legislation, and is a process which has come to stay, and which one may be permitted to observe is not without its advantages.	None
So long therefore as the Legislature indicates, in the operative provisions of the statute with certainty, the policy and purpose of the enactment, the mere fact that the legislation is skeletal, or the fact that a discretion is left to those entrusted with administering the law, affords no basis either for the contention that there has been an excessive delegation of legislative power as to amount to an abdication of its functions, or that the discretion vested is uncanalised and unguided as to amount to a carte blanche to discriminate.	None
The second is that if the power or discretion has been conferred in a manner which is legal and constitutional, the fact that Parliament could possibly have made more detailed provisions, could obviously not be a ground for invalidating the law.	None
(emphasis supplied)	None
In Maharashtra State Board of S.H.S.E. v. Paritosh Bhupeshkumar Sheth, (supra), the Court while dealing with the issue of excessive delegation of power to the Board of Secondary Education observed So long as the body entrusted with the task of framing the rules or regulations acts within the scope of the authority conferred on it, in the sense that the rules or regulations made by it have a rational nexus with the object and purpose of the statute, the court should not concern itself with the wisdom or efficaciousness of such rules or regulations.	None
It is exclusively within the province of the legislature and its delegate to determine, as a matter of policy, how the provisions of the statute can best be implemented and what measures, substantive as well as procedural would have to be incorporated in the rules or regulations for the efficacious achievement of the objects and purposes of the Act.	None
It is not for the Court to examine the merits or demerits of such a policy because its scrutiny has to be limited to the question as to whether the impugned regulations fall within the scope of the regulationmaking power conferred on the delegate by the statute.	None
In Ajoy Kumar Banerjee v. Union of India (supra), the three Judge Bench, while interpreting the provisions of the General Insurance Business (Nationalisation) Act, 1972, observed The growth of legislative power of the executive is a significant development of the twentieth century.	None
The theory of laissezfaire has been given a goby and large and comprehensive powers are being assumed by the State with a view to improve social and economic wellbeing of the people.	None
Most of the modern socioeconomic legislations passed by the Legislature lay down the guiding principles of the legislative policy.	None
The Legislatures, because of limitation imposed upon them and the time factor, hardly can go into the matters in detail.	None
The practice of empowering the executive to make subordinate legislation within the prescribed sphere has evolved out of practical necessity and pragmatic needs of the modem welfare State.	None
Regarding delegated legislation, the principle which has been well established is that Legislature must lay down the guidelines, the principles of policy for the authority to whom power to make subordinate legislation is entrusted.	None
The legitimacy of delegated legislation depends upon its being used as ancillary which the Legislature considers to be necessary for the purpose of exercising its legislative power effectively and completely.	None
The Legislature must retain in its own hand the essential legislative function which consists in declaring the legislative policy and lay down the standard which is to be enacted into a rule of law, and what can be delegated in the task of subordinate legislation which by very nature is ancillary to the statute which delegates the power to make it effective provided the legislative policy is enunciated with sufficient clearness or a standard laid down.	None
The courts cannot and do not interfere on the discretion that undoubtedly rests with the Legislature itself in determining the extent of the delegated power in a particular case.	None
(emphasis supplied)	None
In Kishan Prakash Sharma v. Union of India (2001) 5 SCC 212 , the Constitution Bench speaking through Rajendra Babu, J. (as he then was), summed up the principle of delegated legislation in the following words The legislatures in India have been held to possess wide power of legislation subject, however, to certain limitations such as the legislature cannot delegate essential legislative functions which consist in the determination or choosing of the legislative policy and of formally enacting that policy into a binding rule of conduct.	None
The legislature cannot delegate uncanalised and uncontrolled power.	None
The legislature must set the limits of the power delegated by declaring the policy of the law and by laying down standards for guidance of those on whom the power to execute the law is conferred.	None
Thus the delegation is valid only when the legislative policy and guidelines to implement it are adequately laid down and the delegate is only empowered to carry out the policy within the guidelines laid down by the legislature.	None
The legislature may, after laying down the legislative policy, confer discretion on an administrative agency as to the execution of the policy and leave it to the agency to work out the details within the framework of the policy.	None
When the Constitution entrusts the duty of lawmaking to Parliament and the legislatures of States, it impliedly prohibits them to throw away that responsibility on the shoulders of some other authority.	None
An area of compromise is struck that Parliament cannot work in detail the various requirements of giving effect to the enactment and, therefore, that area will be left to be filled in by the delegatee.	None
Thus, the question is whether any particular legislation suffers from excessive delegation and in ascertaining the same, the scheme, the provisions of the statute including its preamble, and the facts and circumstances in the background of which the statute is enacted, the history of the legislation, the complexity of the problems which a modern State has to face, will have to be taken note of and if, on a liberal construction given to a statute, a legislative policy and guidelines for its execution are brought out, the statute, even if skeletal, will be upheld to be valid but this rule of liberal construction should not be carried by the court to the extent of always trying to discover a dormant or latent legislative policy to sustain an arbitrary power conferred on the executive.	None
(emphasis supplied)	None
In Union of India v. Azadi Bachao Andolan (supra), the Court was called upon to consider the constitutionality of the IndoMauritius Double Taxation Avoidance Convention, 1983.	None
While rejecting the argument that Section 90 of the Income Tax Act, under which the Treaty is said to have been entered, amounted to delegation of the essential legislative functions, the Court observed The question whether a particular delegated legislation is in excess of the power of the supporting legislation conferred on the delegate, has to be determined with regard not only to specific provisions contained in the relevant statute conferring the power to make rules or regulations, but also the object and purpose of the Act as can be gathered from the various provisions of the enactment.	None
It would be wholly wrong for the court to substitute its own opinion as to what principle or policy would best serve the objects and purposes of the Act nor is it open to the court to sit in judgment over the wisdom, the effectiveness or otherwise of the policy, so as to declare a regulation ultra vires merely on the ground that, in the view of the court, the impugned provision will not help to carry through the object and purposes of the Act.	None
(emphasis supplied)	None
The principle which can be deduced from the above noted precedents is that while examining challenge to the constitutionality of a statutory provision on the ground of excessive delegation, the Court must look into the policy underlying the particular legislation and this can be done by making a reference to the Preamble, the objects sought to be achieved by the particular legislation and the scheme thereof and that the Court would not sit over the wisdom of the legislature and nullify the provisions under which the power to implement the particular provision is conferred upon the executive authorities.	None
The policy underlying the 1976 Act is clearly discernable from the Preamble of the Town Planning Act and the 1976 Act and the objects sought to be achieved by the two legislations, namely, development of the City of Bangalore and areas adjacent thereto.	None
The Town Planning Act was enacted for the regulation of planned growth of land use and development and for the making and execution of town planning schemes in the entire State including the City of Bangalore.	None
By virtue of Section 67 of the 1976 Act and with the insertion of Section 81B in the Town Planning Act by Act No.12 of 1976, the BDA became the Local Planning Authority for the local planning area comprising the City of Bangalore with jurisdiction over an area which the City Planning Authority for the City of Bangalore had immediately before the constitution of the BDA and the latter has been empowered to exercise the powers, perform the functions and discharge the duties under the Town Planning Act as if it were a Local Planning Authority constituted for the Bangalore City.	None
In other words, w.e.f. 20.12.1975, i.e., the date on which the 1976 Act was enforced, the BDA acquired the status of a Local Planning Authority as defined in Section 2(7) read with Section 4(C) of the Town Planning Act in respect of the City of Bangalore and thereby acquired the powers which were earlier vested in the Local Planning Authority constituted for the Bangalore City.	None
The objects sought to be achieved by the legislature by enacting the Town Planning Act were to create conditions favourable for planning and replanning of the urban and rural areas in the State so that full civic and social amenities could be available for the people of the State to stop uncontrolled development of land due to land speculation and profiteering in land to preserve and improve existing recreational facilities and other amenities contributing towards the balance use of land and future growth of populated areas in the State ensuring desirable standards of environment, health, hygiene and creation of facilities of orderly growth of industry and commerce.	None
The Town Planning Act also envisaged preparation of the town planning schemes and execution thereof by the Planning Authorities constituted for the specified areas.	None
Section 9 (unamended) envisaged preparation of outline development plan incorporating therein the various matters enumerated in Section 12(1), preparation of comprehensive development plan by including the proposal for comprehensive zoning of land use for the planning area building complete street pattern indicating major and minor roads, National and State highways and traffic circulation pattern for meeting immediate and future requirements areas for new housing and new areas earmarked for future development and expansion.	None
The definition of development contained in Section 2(j) of the 1976 Act is somewhat similar to the one contained in Section 1(c) of the Town Planning Act.	None
Section 14 of the 1976 Act lays down that the objects of the BDA shall be to promote and secure the development of the Bangalore Metropolitan Area and for that purpose, the BDA shall have the power to acquire, hold manage and dispose of movable and immovable property, whether within or outside the area under its jurisdiction.	None
Bangalore Metropolitan Area has been defined under Section 2(c) of the 1976 Act.	None
It consists of the following areas (a) area comprising the City of Bangalore as defined in the City of Bangalore Municipal Corporation Act, 1949 which is now replaced by the Karnataka Municipal Corporations Act, 1976, (b) the areas where the City of Bangalore Improvement Act, 1945 was immediately before the commencement of the 1976 Act in force, and (c) such other areas adjacent to the aforesaid as the Government may from time to time by notification specify.	None
Section 15 empowers the BDA to draw up detailed schemes and undertake works for the development of the Bangalore Metropolitan Area and incur expenditure for that purpose.	None
It can also take up any new or additional development scheme on its own, subject to the availability of sufficient resources.	None
If a local authority provides necessary funds for framing and carrying out any scheme, then too, the BDA can take up such scheme.	None
Under Section 15(3), which contains a non obstante clause, the Government can issue direction to the BDA to take up any development scheme or work and execute it subject to such terms and conditions as may be specified by it.	None
Section 16 enumerates the matters which are required to be included in the scheme, i.e., the acquisition of land necessary for or affected by the execution of the scheme, laying or relaying of land including construction and reconstruction of buildings and formation and alteration of streets, drainage, water supply and electricity, reservation of land for public parks or playgrounds and at least 10 of the total area for civil amenities.	None
The development scheme may also provide for raising of any land to facilitate better drainage, forming of open spaces for better ventilation of the area comprised in the scheme or any adjoining area and the sanitary arrangement.	None
Sections 17 to 19 contain the mechanism for finalisation of the scheme and its approval by the State Government as also the acquisition of land for the purposes of the scheme.	None
Sections 20 to 26 provide for levy and collection of betterment tax.	None
Section 27 specifies the time limit of five years from the date of publication of the scheme in the Official Gazette for execution of the scheme as also consequence of non execution.	None
Section 28A casts a duty on the BDA to ensure proper maintenance, lighting and cleansing of the streets and the drainage, sanitary arrangement and water supply in respect of the streets formed by it.	None
Section 32 provides for formation of new extensions or layouts or making of new private streets, which can be done only after obtaining express sanction from the BDA and subject to the conditions which may be specified by the BDA.	None
Section 32(5) lays down that the BDA can call upon the applicant to deposit the sums necessary for meeting the expenditure for making roads, drains, culverts, underground drainage and water supply and lighting and the charges for such other purposes as may be indicated by the BDA, as a condition precedent to the grant of application.	None
Section 32(5A), which also contains a non obstante clause, empowers the BDA to require the applicant to deposit additional amount to meet a portion of the expenditure, which the BDA may determine towards the execution of any scheme or work for augmenting water supply, electricity, roads, transportation and such other amenities within the Bangalore Metropolitan Area.	None
The above survey of the relevant provisions of the 1961 and the 1976 Acts makes it clear that the basic object of the two enactments is to ensure planned development of the areas which formed part of the Bangalore Metropolitan Area as on 15.12.1975 and other adjacent areas which may be notified by the Government from time to time.	None
The BDA is under an obligation to provide amenities as defined in Section 2(b) and civic amenities as defined in Section 2(bb) of the 1976 Act for the entire Bangalore Metropolitan Area.	None
In exercise of the powers vested in it under Sections 15 and 16, the BDA can prepare detailed schemes for the development of the Bangalore Metropolitan Area and incur expenditure for implementing those schemes, which are termed as development schemes.	None
The expenditure incurred by the BDA in the implementation of the development schemes can be loaded on the beneficiaries of the development schemes.	None
By virtue of Notifications dated 1.11.1965 and 13.3.1984 issued under Section 4A(1) of the Town Planning Act and notification dated 1.3.1988 issued under Section 2(c) of the 1976 Act, hundreds of villages adjacent to the City of Bangalore were merged in the Bangalore Metropolitan Area.	None
For these areas, the BDA was and is bound to provide amenities like water, electricity, streets, roads, sewerage, transport system, etc., which are available to the existing Metropolitan Area of the City of Bangalore.	None
This task could not have been accomplished by the BDA alone from its meager fiscal resources.	None
Therefore, the State Government, the BDA and other instrumentalities of the State like BWSSB had to pool their resources as also man and material to augment water supply, electricity and transport facilities and also make provision for construction of new roads, layouts, etc.	None
The BDA had to contribute to the funds required for new water supply scheme, generation of additional electricity and development of a mass rapid transport system to decongest the Bangalore Metropolitan Area.	None
This is the reason why the State Government passed orders dated 25.3.1987 and 12.1.1993, which could appropriately be treated as directions issued under Section 65 of the 1976 Act for carrying out the purposes of the Act and approved the proposal for loading the BDAs share of expenditure in the execution of the Cauvery Scheme on all the layouts to be formed thereafter.	None
With the insertion of Section 32(5A) in the 1976 Act, these orders acquired the legislative mandate.	None
In terms of that section, the BDA has been vested with the power to call upon the applicants desirous of forming new extensions or layouts or private streets to pay a specified sum in addition to the sums referred to in Section 32(5) to meet a portion of the expenditure incurred for the execution of any scheme or work for augmenting water supply, electricity, roads, transportation and other amenities.	None
At the cost of repetition, it will be apposite to observe that apart from the Preamble and the objects of the 1961 and 1976 Acts and the scheme of the two enactments, the expression such portion of the expenditure as the Authority may determine towards the execution of any scheme or work for augmenting water supply, electricity, roads, transportation and such other amenities supplies sufficient guidance for the exercise of power by the BDA under Section 32(5A) and it is not possible to agree with the learned counsel for the respondents that the section confers unbridled and uncanalised power upon the BDA to demand an unspecified amount from those desirous of forming private layouts.	Reasoning
It is needless to say that the exercise of power by the BDA under Section 32(5A) is always subject to directions which can be given by the State Government under Section 65.We may add that it could not have been possible for the legislature to make provision for effective implementation of the provisions contained in the 1961 and 1976 Acts for the development of the Bangalore Metropolitan Area and this task had to be delegated to some other agency instrumentality of the State.	Reasoning
The above discussion leads to the conclusion that Section 32(5A) does not suffer from the vice of excessive delegation and the legislative guidelines can be traced in the Preamble of the 1961 and 1976 Acts and the object and scheme of the two legislations.	None
Question (3) The next question which calls for determination is whether the demand of charges under the Cauvery Scheme, etc. amounts to imposition of tax and is, therefore, ultra vires the provision of Article 265 of the Constitution.	None
The debate whether a particular levy can be treated as fee or tax and whether in the absence of direct evidence of quid pro quo, the levy would always be treated as tax has engaged the attention of this Court and almost all the High Courts for the last more than four decades.	None
In Kewal Krishan Puri v. State of Punjab (1980) 1 SCC 416 , the Constitution Bench considered the question whether the resolutions passed by the Agriculture Market Committees in Punjab and Haryana to increase the market fee on the agricultural produce bought and sold by the licensees in the notified market areas from Rs. 2/ to Rs.	None
3/ for every Rs. 100/ were legally sustainable.	None
After noticing the distinction between tax and fee and a large number of precedents, the Constitution Bench culled out the following principles That the amount of fee realised must be earmarked for rendering services to the licensees in the notified market area and a good and substantial portion of it must be shown to be expended for this purpose.	None
That the services rendered to the licensees must be in relation to the transaction of purchase or sale of the agricultural produce.	None
That while rendering services in the market area for the purposes of facilitating the transactions of purchase and sale with a view to achieve the objects of the marketing legislation it is not necessary to confer the whole of the benefit on the licensees but some special benefits must be conferred on them which have a direct, close and reasonable correlation between the licensees and the transactions.	None
That while conferring some special benefits on the licensees it is permissible to render such service in the market which may be in the general interest of all concerned with the transactions taking place in the market.	None
That spending the amount of market fees for the purpose of augmenting the agricultural produce, its facility of transport in villages and to provide other facilities meant mainly or exclusively for the benefit of the agriculturists is not permissible on the ground that such services in the long run go to increase the volume of transactions in the market ultimately benefiting the traders also.	None
Such an indirect and remote benefit to the traders is in no sense a special benefit to them.	None
That the element of quid pro quo may not be possible, or even necessary, to be established with arithmetical exactitude but even broadly and reasonably it must be established by the authorities who charge the fees that the amount is being spent for rendering services to those on whom falls the burden of the fee.	None
At least a good and substantial portion of the amount collected on account of fees, may be in the neighbourhood of twothirds or threefourths, must be shown with reasonable certainty as being spent for rendering services of the kind mentioned above.	None
The ratio of the aforesaid judgment was substantially diluted in Southern Pharmaceuticals and Chemicals, Trichur and others v. State of Kerala and others (1981) 4 SCC 391 .	None
In the latter decision, the Court considered the constitutional validity of Sections 12A, 12B, 14(e) and (f) and 68A of the Kerala Abkari Act 1077.	None
One of the questions considered by the 3Judge Bench was whether the levy of supervisory charges under Section 14 (e) of the Act and Rule 16(4) of the Kerala Rectified Spirit Rules, 1972 could be regarded as fee even though there was no quid pro quo between the levy and the services rendered by the State.	None
The Bench referred to the distinction between tax and fee highlighted in the Commissioner, Hindu Religious Endowments, Madras v. Lakshmindra Thirtha Swamiar of Shirur Mutt (1954)	None
SCR 1005 and proceeded to observe Fees are the amounts paid for a privilege, and are not an obligation, but the payment is voluntary.	None
Fees are distinguished from taxes in that the chief purpose of a tax is to raise funds for the support of the Government or for a public purpose, while a fee may be charged for the privilege or benefit conferred, or service rendered or to meet the expenses connected therewith.	None
Thus, fees are nothing but payment for some special privilege granted on service rendered.	None
Taxes and taxation are, therefore, distinguishable from various other contributions, charges, or burdens paid or imposed for particular purposes and under particular powers or functions of the Government.	None
It is now increasingly realised that merely because the collections for the services rendered or grant of a privilege or licence, are taken to the consolidated fund of the State and are not separately appropriated towards the expenditure for rendering the service is not by itself decisive.	None
That is because the Constitution did not contemplate it to be an essential element of a fee that it should be credited to a separate fund and not to the consolidated fund.	None
It is also increasingly realised that the element of quid pro quo stricto senso is not always a sine qua non of a fee.	None
It is needless to stress that the element of quid pro quo is not necessarily absent in every tax.	None
We may, in this connection, refer with profit to the observations of Seervai in his Constitutional Law, to the effect It is submitted that as recognised by Mukherjea, J. himself, the fact that the collections are not merged in the consolidated fund, is not conclusive, though that fact may enable a court to say that very important feature of a fee was present.	None
But the attention of the Supreme Court does not appear to have been called to Article 266 which requires that all revenues of the Union of India and the States must go into their respective consolidated funds and all other public moneys must go into the respective public accounts of the Union and the States.	None
It is submitted that if the services rendered are not by a separate body like the Charity Commissioner, but by a government department, the character of the imposition would not change because under Article 266 the moneys collected for the services must be credited to the consolidated fund.	None
It may be mentioned that the element of quid pro quo is not necessarily absent in every tax.	None
(emphasis supplied)	None
The three Judge Bench also referred to the Constitution Bench judgment in Kewal Krishna Puri v. State of Punjab (supra) and observed To our mind, these observations are not intended and meant as laying down a rule of universal application.	None
The Court was considering the rate of a market fee, and the question was whether there was any justification for the increase in rate from Rs 2 per every hundred rupees to Rs 3.	None
There was no material placed to justify the increase in rate of the fee and, therefore, it partook the nature of a tax.	None
It seems that the Court proceeded on the assumption that the element of quid pro quo must always be present in a fee.	None
The traditional concept of quid pro quo is undergoing a transformation.	None
The test laid down in Kewal Krishna Puri v. State of Punjab (supra) was again considered in Sreenivasa General Traders v. State of A.P. (1983) 4 SCC 353 .	None
In that case, the petitioners had challenged the constitutional validity of the increase in the rate of market fee levied under the Andhra Pradesh (Agricultural Produce and Livestock) Markets Act, 1966 from 50 paise to Rs. 1/ on every Rs. 100/ of the aggregate amount for which the notified agricultural produce, etc. were purchased or sold in the notified market area.	None
The petitioners relied upon the proposition laid down in Kewal Krishna Puris case (supra) in support of their argument that in the absence of any evidence or correlation between the levy and special services rendered by the Market Committees to the beneficiaries, the levy should be regarded as tax.	None
The three Judge Bench referred to the proposition laid down in Kewal Krishna Puris case (supra) and observed It would appear that there are certain observations to be found in the judgment in Kewal Krishan Puri case which were really not necessary for purposes of the decision and go beyond the occasion and therefore they have no binding authority though they may have merely persuasive value.	None
The observation made therein seeking to quantify the extent of correlation between the amount of fee collected and the cost of rendition of service, namely (SCC p. 435, para 23) At least a good and substantial portion of the amount collected on account of fees, maybe in the neighbourhood of twothirds or threefourths, must be shown with reasonable certainty as being spent for rendering services in the market to the payer of fee, appears to be an obiter.	None
The traditional view that there must be actual quid pro quo for a fee has undergone a sea change in the subsequent decisions.	None
The distinction between a tax and a fee lies primarily in the fact that a tax is levied as part of a common burden, while a fee is for payment of a specific benefit or privilege although the special advantage is secondary to the primary motive of regulation in public interest if the element of revenue for general purpose of the State predominates, the levy becomes a tax.	None
In regard to fees there is, and must always be, correlation between the fee collected and the service intended to be rendered.	None
In determining whether a levy is a fee, the true test must be whether its primary and essential purpose is to render specific services to a specified area or class it may be of no consequence that the State may ultimately and indirectly be benefited by it.	None
The power of any legislature to levy a fee is conditioned by the fact that it must be by and large a quid pro quo for the services rendered.	None
However, correlationship between the levy and the services rendered (sic or) expected is one of general character and not of mathematical exactitude.	None
All that is necessary is that there should be a reasonable relationship between the levy of the fee and the services rendered.	None
In Kishan Lal Lakhmi Chand v. State of Haryana 1993 Supp (4) SCC 461, while dealing with the constitutionality of the levy of cess under the Haryana Rural Development Act, 1986, the three Judge Bench referred to the scheme of the Act and held that from the scheme of the Act it would be clear that there is a broad, reasonable and general corelationship between the levy and the resultant benefit to the producer of the agricultural produce, dealer and purchasers as a class though no single payer of the fee receives direct or personal benefit from those services.	None
Though the general public may be benefited from some of the services like laying roads, the primary service was to the producer, dealer and purchaser of the agricultural produce.	None
In Krishi Upaj Mandi Samiti v. Orient Paper Industries Ltd. (1995) 1 SCC 655 the two Judge Bench reviewed and analysed various precedents including the judgments in Commissioner, Hindu Religious Endowments v.	None
Sri Lakshmindra Thirtha Swamiar of Sri Shirur Mutt (supra), Mahant Sri Jagannath Ramanuj Das v. State of Orissa (1954)	None
SCR 1046 , Ratilal Panachand Gandhi v. State of Bombay (1954)	None
SCR 1055 , H.H. Sadhundra Thirtha Swamiar v. Commissioner for Hindu Religious and Charitable Endowments 1963 Supp (2) SCR 302, Corporation of Calcutta v. Liberty Cinema (supra), Kewal Krishna Puri v. State of Punjab (supra), Sreenivasa General Traders v. State of A.P. (supra), Om Parkash Agarwal v. Giri Raj Kishori (1986) 1 SCC 722 , Kishan Lal Lakhmi Chand v. State of Haryana (supra) and culled out 9 propositions, of which proposition No. 7 is extracted below It is not a postulate of a fee that it must have relation to the actual service rendered.	None
However, the rendering of service has to be established.	None
The service, further, cannot be remote.	None
The test of quid pro quo is not to be satisfied with close or proximate relationship in all kinds of fees.	None
A good and substantial portion of the fee must, however, be shown to be expended for the purpose for which the fee is levied.	None
It is not necessary to confer the whole of the benefit on the payers of the fee but some special benefit must be conferred on them which has a direct and reasonable corelation to the fee.	None
While conferring some special benefits on the payers of the fees, it is permissible to render service in the general interest of all concerned.	None
The element of quid pro quo is not possible or even necessary to be established with arithmetical exactitude.	None
But it must be established broadly and reasonably that the amount is being spent for rendering services to those on whom the burden of the fee falls.	None
There is no postulate of a fee that it must have a direct relation to the actual services rendered by the authorities to each individual to obtain the benefit of the service.	None
The element of quid pro quo in the strict sense is not always a sine qua non for a fee.	None
The element of quid pro quo is not necessarily absent in every tax.	None
It is enough if there is a broad, reasonable and general corelationship between the levy and the resultant benefit to the class of people on which the fee is levied though no single payer of the fee receives direct or personal benefit from those services.	None
It is immaterial that the general public may also be benefited from some of the services if the primary service intended is for the payers of the fees.	None
In I.T.C. Ltd. v. State of Karnataka 1985 (Supp) SCC 476, another three Judge Bench considered the validity of levy and collection of market fee from sellers of specified agricultural produce.	None
Sabyasachi Mukharji, J. (as he then was), with whom Fazal Ali, J. (as he then was) agreed, laid down the following principles (1) there should be relationship between service and fee, (2) that the relationship is reasonable cannot be established with mathematical exactitude in the sense that both sides must be equally balanced, (3) in the course of rendering such services to the payers of the fee if some other benefits accrue or arise to others, quid pro quo is not destroyed.	None
The concept of quid pro quo should be judged in the context of the present days  a concept of markets which are expected to render various services and provide various amenities, and these benefits cannot be divorced from the benefits accruing incidentally to others, (4) a reasonable projection for the future years of practical scheme is permissible, and (5) services rendered must be to the users of those markets or to the subsequent users of those markets as a class.	None
Though fee is not levied as a part of common burden yet service and payment cannot exactly be balanced.	None
The primary object and the essential purpose of the imposition must be looked into.	None
If the conditions imposed by the BDA requiring the respondents to pay for augmentation of water supply, electricity, transport, etc. are scrutinized in the light of the principles laid down in Sreenivasa General Traders v. State of A.P. (supra), Kishan Lal Lakhmi Chand v. State of Haryana (supra) and I.T.C. Ltd. v. State of Karnataka (supra), it cannot be said that the demand made by the BDA amounts to levy of tax and is ultra vires Article 265 of the Constitution.	Reasoning
Under the 1976 Act, the BDA is obliged to provide different types of amenities to the population of the Bangalore Metropolitan Area including the allottees of the sites in the layouts prepared by house building societies.	None
It is quite possible that they may not be the direct beneficiaries of one or the other amenities made available by the BDA, but this cannot detract from the fact that they will certainly be benefited by the construction of the Outer Ring Road and Intermediate Ring Road, Mass Rapid Transport System, etc.	None
They will also be the ultimate beneficiaries of the Cauvery Scheme because availability of additional 270 MLD water to Bangalore will enable BWSSB to spare water for the private layouts.	None
It is neither the pleaded case of the respondents nor it has been argued that the allottees of sites in the layouts to be developed by the private societies will not get benefit of amenities provided by the BDA.	None
Thus, charges demanded by the BDA under Section 32(5A) cannot be termed as tax and declared unconstitutional on the ground that the same are not sanctioned by the law enacted by competent legislature.	None
Question (4) The only issue which survives for consideration is whether the charges demanded by the BDA are totally disproportionate to its contribution towards Cauvery Water Scheme, Ring Road, Mass Rapid Transport System, etc.	None
We may have examined the issue in detail but in view of the affidavit dated 11.11.2009 filed by Shri Siddaiah, the then Commissioner, BDA to the effect that only Rs. 34.55 crores have been collected between February, 1988 to 4.6.2005 towards the Cauvery Scheme and a sum of Rs. 15.15 crores has been collected by way of Ring Road surcharge between 199293 and 200506 and that the State Government has directed that henceforth Ring Road surcharge, the Cauvery Water Cess and MRTS Cess should not be levied till appropriate decision is taken, we do not consider it necessary to adjudicate the controversy, more so, because in the written arguments filed on behalf of the BDA it has been categorically stated that the Government has to take a decision about the pending demands and the Court may issue appropriate direction in the matter, which the BDA will comply.	None
In our view, ends of justice will be served by directing the State Government to take appropriate decision in the light of communication dated 03.05.2005.	None
So far as the levy of supervision charges, improvement charges, examination charges, slum clearance development charges and MRTS cess is concerned, it is appropriate to mention that the High Court has not assigned any reason for declaring the levy of these charges to be illegal.	Reasoning
Therefore, that part of the impugned order cannot be sustained.	Reasoning
Nevertheless, we feel that the State Government should take appropriate decision in the matter of levy of these charges as well and determine whether the same were disproportionate to the expenses incurred by it, the BDA or any other agency instrumentality of the State.	Reasoning
In the result, the appeals are allowed, the impugned order is set aside and the writ petitions filed by the respondents are dismissed subject to the direction that within three months from the date of receipt production of the copy of this judgment, the State Government shall take appropriate decision in the context of communication dated 03.05.2005.	Decision
Within this period, the State Government shall also decide whether the levy of supervision charges, improvement charges, examination charges, slum clearance development charges and MRTS cess at the rates specified in the communications of the BDA was excessive.	Decision
The decision of the State Government should be communicated to the respondents within next four weeks.	Decision
If any of the respondents feel aggrieved by the decision of the State Government then it shall be free to avail appropriate legal remedy.	Decision
The parties shall bear their respective costs.	None
