 	Facts
As a Custodian or Manager, he had the right to manage the properties of the temple, subject, of course, to the overall supervision of the Darbar, the right of the Darbar in that behalf being absolute.	None
He was also a Trustee of the said property and the word trustee in the context must mean trustee in the technical legal sense.	None
In our words it is not open to the Tilkayat to claim that he has rights of a Mahant or a Shebait his rights are now defined and he can no claim any higher rights after the Firman was issued.	Reasoning
There can be no doubt that the right to have the Custody of the property such as the Custodian has or the right to manage the property such as the manager possesses, or the right to administer the trust property for the benefit of the beneficiary which the Trustee can do, cannot be regarded as a right to property under Article 19 (1) (f) and for the same reason, it does not constitute property under Article 31 (2).	Reasoning
If it is held that the Tilkayat was no more than a Custodian, Manager and Trustee properly so called, there can no doubt that he is not entitled to rely either on Article 19 (1) (f) or on Article 31 (2).Therefore, on this construction of clause 1 of the Firman, the short answer to the pleas raised by the Tilkayat under Articles 19 (1) (f) and 31 (2) is that the rights such as possesses under the said clause cannot attract Article 19 (1) (f) or Article 31 (2).44.	None
It has, however, been strenuously urged before us that the words Custodian, Manmanager or trustee should be liberally construed and the position of the Tilkayat should be taken to be similar to that of a Mahant of a Math or a Shebait of a temple.	None
Under Hindu Law, idols and Maths are both juridicial persons and Shebaits and Mahants who manage their properties are recognised to possess certain rights and to claim a certain status.	None
A Shebait by virtue of his office is the person entitled to administer the property attached to the temple of which he is a Shebait.	None
Similarly a Mahant who is a spiritual head of the Math or religious institution is entitled to manage the said property for and on behalf of the Math.	None
The position of the Mahant under Hindu law is not strictly that of a Trustee.	None
As Mr. Justice Ameer Ali delivering the judgment of the Board observed in Vidya Varuthi Thirtha Swamigal v. Baluswami Ayyar, 48 Ind App 302 at p. 311 (AIR 1922 PC 123 at p. 126)Called by whatever name he is only the manager and custodian of the idol or the institution.	None
When the gift is directly to an idol or a temple, the session to complete the gift is necessarily effected by human agency.	None
In almost every case the Mahant is given the right to a part of the usufruct, the mode of enjoyment and the amount of the usufruct depending again on usage and custom.	None
In no case was the property conveyed to or vested in him, nor is he a trustee in the English sense of the term, though in view of the obligations and duties resting on him, he is answerable as a trustee in the general sense formaladministration.45.	None
This position has been accepted by this Court in Commissioner Hindu Religious Endowments, Madras v. Lakshmindra Thirtha Swamiar, 1954 SCR 1005 (AIR 1954 SC 282 ).	None
Speaking for the unanimous Court in that case, Mukherjea, J., observed.	None
Thus in the conception of Mahantship, as in Shebaitship, both the elements of office and property, of duties and personal interest are blended together, and neither can be detached from the other.	None
The personal or beneficial interest of the Mahant in the endowments attached to an institution is manifested in his large powers of disposal and administration and his right to create derivative tenures in respect to endowed properties and these and other rights of a similar character invest the office.	None
of the Mahant with the character of proprietary right which, though anomalous to some extent, is still a genuine legal right.	None
On this view, this Court held that the right of this character vesting in a Mahant is a right to property under Article 19(1)(f) of the constitution.	None
Replying on this decision, it is urged that the Firman should be construed to make the Tilkayat a Mahant or a Shebait and as such, clothe with rights which amount to a right to property under Article 19(1)(f) and which constitute property under Article 31(2).46.	None
Assuming that the construction of clause 1 of the Firman suggested by the learned AttorneyGeneral is possible, let us examine the position on the basis that the Tilkayat can, in theory, be regarded as a Mahant of the temple.	None
What then are the rights to which, according to the relevant evidence produced in this case, the Mahant is entitled in respect of the temple?	None
As a Tilkayat he has a right to reside in the temple as such Mahant he has a right to conduct or arrange for and supervise the worship of the idol in the temple and the services rendered therein in accordance with the traditional custom and usage.	None
He has also the right to receive bhents on behalf of the idol and distribute Prasad in accordance with the traditional custom and usage.	Reasoning
So far as these rights are concerned, they have not been affected by the Act and so, no argument can be raised that in affecting the said rights the Act has contravened either Article 19(1)(f) or Article 31(2).	Reasoning
It is, however, argued that as a Mahant, the Tilkayat had the right to manage the properties of the temple to lease them out and in case of necessity, to alienate them for the purpose of the temple and it is suggested that these rights constitute a right to property under Article 19(1)(f) and property under Article 31(2).	Reasoning
The learned AttorneyGeneral fairly conceded that there was no evidence to show that the right to alienate had ever been exercised in this case, but he contents that the existence of the right cannot be denied.	Reasoning
It is also conceded that the right to manage the properties was subject to the strict and absolute supervision of the Darbar, but it is suggested that even so, it is a right which must be regarded as a right to property.	Reasoning
In dealing with this argument, it is necessary to hear in mind that the extent of the rights available to the Tilkayat under clause I of the Firman cannot be said to have become larger by virtue of the fact that the Constitution came into force in 1950.	Reasoning
It is only the rights to property which subsisted in the Tilkayat under the said Firman that would be protected by the Constitution, provided of course, they are rights which attract the provisions of Article 19(1) (f) or Article 31(2).47.	Reasoning
This branch of the argument urged on behalf of the Tilkayat naturally rests on the decision of this Court in the case of the Commissioner, Hindu Religious Endowments, Madras, 1954	None
SCR 1005 (AIR 1954 SC 282 ) that right of a Mahant does amount to a genuine legal right and that the said right must be held to fall under Article 19(1)(f) because the word property used in the said clause ought to receive a very liberal interpretation.	None
It will be recalled that in the said case, this Court in terms and expressly approved of the decision of Mr. Justice Ameer Ali in Vidya Viruthi Thirthas case 48 Ind App 302 (AIR 1922 PC 123) which exhaustively dealt with the position of the Mahant or the Shebait under Hindu law.	None
We have already quoted the relevant observations made in that judgment and it would be relevant to repeat one of those observations in which the Privy Council stated that in almost every case the Mahant is given the right to a part of the usufruct, the mode of enjoyment and the amount of usufruct depending again on usage and custom.	None
It is true that in the passage in Mr. Justice Mukherjeas judgment in the case of the Commissioner, Hindu Religious Endowments, Madras, 1954	None
SCR 1005 (AIR 1954 SC 282 ) this particular statement has not been cited but having referred to the rights which the Mahant can claim, the learned Judge has added that these and other rights of a similar character invest the office of the Mahant with the character of proprietary right which, though anomalous to some extent, is still a genuine legal right.	None
It is clear that when this Court held that the rights vesting in the Mahant as a manager of the Math amount to a genuine legal right to property, this Court undoubtedly had in mind the fact that usually, the Mahant or the Shebait is entitled to be maintained out of the property of the Math or the temple and that the extent of the right to a part of the usurfruct and the mode of enjoyment and the amount of the usufruct always depended on usage and custom of the Math or the temple.	None
It is in the light of these rights, including particularly the right to claim a part of the usufruct for his maintenance that this Court held that the totality of the rights amount to a right to property under Article 19(1)(f).48.	None
That takes us to the question as to the nature and extent of the Tilkayats rights in regard to the temple property.	Reasoning
It is clear that the Tilkayat never used any income from the property of the temple for his personal needs or private purpose.	None
it is true that the learned AttorneyGeneral suggested that this consistent course of conduct spreading over a large number of years was the result of what he described as selfabnegation on the part of the Tilkayats from generation to generation and from Tilkayats point of view, it can be so regarded because the Tilkayat thought and claimed that the temple and his properties together constituted his private property.	Reasoning
But once we reach the conclusion that the temple is a public temple and the properties belonging to it are the properties of the temple over which the Tilkayat has no title or right, we will have to take into account the fact that during the long course of the management of this temple, the Tilkayat has never claimed any proprietary interest to any part of the usufruct of the properties of the temple for his private personal needs, and so, that proprietary interest of which Mr. Justice Ameer Ali spoke in dealing with the position of the Mahant and the Shebait and to which this Court referred in the case of Commissioner, Hindu Religious Endowments Madras, 1954	Reasoning
SCR 1005 (AIR 1954 SC 282 ), is lacking in the present case.	Reasoning
What the Tilkayat can claim is merely the right to manage the property, to create leases in respect of the properties in a reasonable manner and the theoretical right to alienate the property for the purpose of the temple and be it noted that these rights could be exercised by the Tilkayat under the absolute and strict supervision of the Darbar of Udaipur.	Reasoning
Now, the right to manage the property belonging to the temple, or the right to create a lease of the property on behalf of the temple, or the right to alienate the property for the purpose of the temple under the supervision of the Darbar cannot in our opinion, be equated with the totality of the powers generally possessed by the Mahant or even the Shebait, and so, we are not prepared to hold that having regard to the character and extent of the rights which can be legimately claimed by the Tilkayat even on the basis that he was a Mahant governed by the terms of the Firman, amount to a right to property under Article 19(1)(f) or constitute property under Article 31(2).49.	Reasoning
Besides we may add that even if it was held that these rights constituted a right to hold property their regulation by the relevant provisions of the Act would undoubtedly be protected by Article 19(5)	None
The temple is public temple and what the legislature has purported to do is to regulate the administration of the temple by the Board of which the Tilkayat is and has to be a member.	None
Having regard to the large estate owned by the Tilkayat an having regard to the very wide extent of the offerings made to the temple by millions of devotees from day to day, the legislature was clearly justified in providing for proper administration of the properties of the temple The restrictions imposed by the Act must therefore, be treated as reasonable and in the interests of the general public.50.	None
Turning to Mr. Pathaks argument that the rights constitute property under Article 31(2) and the Act contravenes the said provision because no compensation had been provided for, or no principles have been prescribed in connection therewith, the answer would be the same.	None
The right which the Tilkayat possesses cannot be regarded as property for the purpose of Article 31(2).	None
Besides, even if the said rights are held to be property for the purpose of Article 31(2), there are some obvious answers to the plea which may be briefly indicated.51.	None
After Article 31(2) was amended by the Constitution (Fourth Amendment) Act, 1955, the position with regard to the scope and effect of the provisions of Article 31(1) and 31(2) is no longer in doubt.	None
Article 31(2) deals with the compulsory acquisition or requisition of a citizens property and it provides that a citizens property can be compulsorily acquired or requisitioned only for a public purpose and by authority of law which provides for compensation and either fixes the amount of compensation or specifies the principles on which and the manner in which, the compensation is to be determined and given and it adds that no such law shall be called in question in any Court on the ground that the compensation provided by that law is not adequate.	None
Article 31(2A) which is expressed in a negative form really amounts to this that where a law provides for the transfer of the ownership or right to possession of any property to the State or to a corporation owned or controlled by the State, it shall be deemed to provide for the compulsory acquisition or requisition of property.	None
If, on the other hand, the transfer of the ownership or the right to possession of any property is not made to the State or to a corporation owned or controlled by the State, it would not be regarded as compulsory acquisition or requisition of the property, notwithstanding that it does deprive any person of his property.	None
In other words, the power to make a compulsory acquisition or requisition of a citizens provided property provided for by Article 32(2) is what the American lawyers described as eminent domain all other cases where a citizen is deprived of his property are covered by Article 31(1) and they can broadly be said to rest on the police powers of the State.	None
Deprivation of property falling under the latter category of cases cannot be effected save by authority of law this Court has held that the expression save by authority of law postulates that the law by whose authority such deprivation can be effected must be a valid law in the sense that it must not contravene the other fundamental rights guaranteed by the Constitution.52.	None
The argument which has been urged before us by Mr. Pathak is that the right to administer the properties of the temple which vested in the Mahant has been compulsorily acquired and transferred to a board constituted under the Act which Board is controlled by the State.	None
We will assume that the Board in question is controlled by the State but the question still remains whether the right which is allowed to vest in the Tilkayat has been compulsorily acquired and has been transferred to the Board.	None
In our opinion, what the Act purports to do is to extinguish the secular office vesting in the Tilkayat by which he was managing the properties of the temple.	None
It is well known that a Mahant combines in himself both a religious and a secular office.	Reasoning
This latter office has been extinguished by the Act, and so, it cannot be said that the rights vesting in the Tilkayat to administer the properties have been compulsorily acquired.	Reasoning
Acquisition of property, in the context, means the extinction of the citizens rights in the property and the conferment of the said rights in the State or the State owned corporation.	Reasoning
In the present case, the Act extinguishes the Mahants rights and then creates another body for the purpose of administering the properties of the temple.	Reasoning
In other words, the office of one functionary is brought to an end and another functionary has come into existence in its place.	Reasoning
Such a process cannot be said to constitute the acquisition of the extinguished office or of the rights vesting in the person holding that office.53.	Reasoning
Besides, there is another way in which this question may perhaps be considered.	Reasoning
What the Act purports to do is not to acquire the Tilkayats rights but to require him to share those rights with the other members of the Board.	Reasoning
We have already seen that the Act postulates that the Mahant for the time being has to be a member of the Board and so, the administration of the properties which was so long carried on by the Mahant alone would hereafter have to be carried on by the Mahant along with his colleagues in the Board.	Reasoning
This again cannot, we think, be regarded as a compulsory acquisition of the Tilkayats rights.	Reasoning
It is not suggested that the effect the relevant provisions of the Act is to bring about the requisitioning of the said rights.	Reasoning
Therefore, even if it is assumed that the rights claimed by the Tilkayat constitute property under Article 31(2) we do not think that the provisions of Article 31 (2) apply to the Act.	Reasoning
But as we have already held the rights in question do not amount to a right to hold property under Article 19(l)(f) or to property under Art. 31(2).54.	Reasoning
That takes us to the argument that the Act is invalid because it contravenes Article 14.	None
In our opinion, there is no substance in this argument.	None
We have referred to the historical background of the present legislation.	Reasoning
At the rime when ordinance No. II of 1959 was issued, it had come to the knowledge of the Government of Rajasthan that valuables such as jewelleries, ornaments, gold and silver ware and cash had been removed by the Tilkayat in the month of December, 1957, and as the successor of the State of Mewar, the State of Rajasthan had to exercise its rights of supervising the due administration of the properties of the temple.	Reasoning
There is no doubt that the shrine at Nathdwara holds a unique position amongst the Hindu shrines in the State of Rajasthan and no temple can be regarded as comparable with it.	Reasoning
Besides, the Tilkayat himself had entered into negotiations for the purpose of obtaining a proper scheme for the administration of the temple properties and for that purpose, a suit under Sections 92 of the Code had in fact been filed.	Reasoning
A Commission of Enquiry had to be appointed to investigate into the removal of the valuables.	Reasoning
If the temple is a public temple and the legislature thought that it was essential to safeguard the interests of the temple by talking adequate legislative action in that behalf, it is difficult to appreciate how the Tilkayat can seriously contend that in passing the Act, the legislature has been guilty of unconstitutional discrimination As has been held by this Court in the case of Shri Ram Krishna Dalmia v. Justice S. R. Tendolkar, 1959 SCR 279 at p. 297 (AIR 1958 SC 538 at pp. 547548) that a law may be constitutional even though it relates to a single individual if, on account of some special circumstances or reasons applicable to him and not applicable to other, that single individual may be treated as a class by himself.	Reasoning
Therefore the plea raised under Article 14 fails.55.	Reasoning
The next point to consider is in regard to the pleas raised more by the denomination than by the Tilkayat himself under Articles 25 and 26 of the Constitution.	None
The attitude adopted by the denomination in its writ petition is not very easy to appreciate.	None
In the writ petition filed on behalf of the denomination, it was urged that the Tilkayat himself is the owner of all the properties of the temple and as such, was entitled to manage them in his discretion and as he liked.	None
This plea clearly supported the Tilkayats stand that the temple in question was a private temple belonging to himself and as such, all the temple properties were his private properties.	None
The denomination was clearly in two minds.	None
It was inclined more to support the Tilkayats case than to put up an alternative case that the denomination was interested in the management of these properties.	None
Even so, some allegations have been made in the writ petition filed on behalf of the denomination from which it may perhaps be inferred that it was the alternative case of the denomination that the temple and the properties connected therewith belonged to the denomination according to its usages and tradition, and therefore, the management of the said temple and the properties cannot be transferred to the Board.	None
It is this latter alternative plea which is based on Article 25 (1) and Article 26(b) of the Constitution.	None
The argument is that the Act contravenes the right guaranteed to the denomination by Article 25(1) freely to practice its religion and that its also contravenes the denominations right guaranteed under Article 26(b) and (d) to manage it own affairs in matters of religion, and to administer its property in accordance with law.	None
For the purpose of dealing with these arguments, we will assume that the denomination has a beneficial interest in the properties of the temple.56.	None
Articles 25 and 26 constitute the fundamenta1 rights to freedom of religion guaranteed to the citizens of this country.	None
Article 25(1) protects the citizens fundamental right to freedom of conscience and his right freely to profess, practice and propagate religion.	None
The protection given to this right is, however, not absolute.	None
It is subject to public order, morality and health as Art.	None
25(1) itself denotes.	None
It is also subject to the laws existing or future which are specified in Art. 25(2).	None
Article 26 guarantees freedom of the denominations or sections thereof to manage their religious affairs and their properties.	None
Article 26(b) provides that subject to public order, morality and health, every religious denomination or any section thereof shall have the right to manage its own affairs in matters of religion and Art.	None
26(d) lays down a similar right to administer the property of the denomination in accordance with law.	None
Article 26(c) refers to the right of the denomination to own and acquire movable and immovable property and it is in respect of such property that clause (d) makes the provision which we have just quoted.	None
The scope and effect of these articles has been considered by this Court on several occasions.	None
The word religion used in Art. 25(1), observed Mukherjea, J. speaking for the Court in the case of the Commissioner, Hindu Religious Endowments, Madras, 1954	None
SCR 1005 (AIR 1954 SC 282 )is a matter of faith with individuals and communities and it is not necessarily theistic.	None
It undoubtedly has its basis in a system of beliefs or doctrines which are regarded by those who profess that religion as conducive to their spiritual well being, but it is not correct to say that religion is nothing else but a doctrine or belief.	None
A religion may not only lay down a code of ethical rules for its followers to accept, it might prescribed rituals and observances, ceremonies and modes of worship which are regarded as integral parts of religion and these forms and observances might extend even to matters of food and dress.57.	None
In 1958 SCR 895 at p. 909 (AIR 1958 SC 255 at p. 264) Venkatarama Aiyar J. observedthat the matters of religion in Art.	None
26(b) include even practices which are regarded by the community as part of its religion.	None
It would thus be clear that religious practice to which Art.	None
25(1) refers and affairs in matters of religion to which Art.	None
26(b) refers, include practices which are an integral part of the religion itself and the protection guaranteed by Article 25(1) and Art.	None
26 (b) extends to such practices.58.	None
In deciding the question as to whether a given religious practice is an integral part of the religion or not the test always would be whether it is regarded as such by the community following the religion or not.	None
This formula may in some cases present difficulties in its operation.	None
Take the case of a practice in relation to food or dress.	None
If in a given proceeding, one section of the community claims that while performing certain rites white dress is an integral part of the religion itself, whereas another section contends that yellow dress and not the white dress is the essential part of the religion, how is the Court going to decide the question?	None
Similar disputes may arise in regard to food.	None
In cases where conflicting evidence is produced in respect of rival contentions as to competing religious practices the Court may not be able to resolve the dispute by a blind application of the formula that the community decides which practice is an integral part of its religion, because the community may speak with more than one voice and the, formula would, therefore, break down.	None
This question will always have to be decided by the Court and in doing so, the Court may have to enquire whether the practice in question is religious in character and if it is, whether it can be regarded as an integral or essential part of the religion, and the finding of the Court on such an issue will always depend upon the evidence adduced before it as to the conscience of the community and the tenets of its religion.	None
It is in the light of this possible complication which may arise in some cases that this Court struck a note of caution in the case of Durgah Committee Ajmer v. Syed Hussain Ali, 19621 SCR 383 at p. 411 (AIR 1961 SC 1402 at p. 1415) and observed that in order that the practices in question should be treated as a part of religion they must be regarded by the said religion as its essential and integral part otherwise even purely secular practices which are not an essential or an integral part of religion are apt to be clothed with a religious form and may make a claim for being treated as religious practices within the meaning of Art. 26.59.	None
In this connection, it cannot be ignored that what is protected under Arts.	Reasoning
25(1) and 26(b) respectively are the religious practices and the right to manage affairs in matters of religion.	Reasoning
If the practice in question is purely secular or the affairs which is controlled by the statute is essentially and absolutely secular in character it cannot be urged that Art.	Reasoning
25(1) or Art.	Reasoning
26(b) has been contravened.	Reasoning
The protection is given to the practice of religion and to the denominations right to manage its own affairs in matters of religion.	Reasoning
Therefore, whenever a claim is made on behalf of an individual citizen that the impugned statute contravenes his fundamental right to practice religion or a claim is made on behalf of the denomination that the fundamental right guaranteed to it to manage its own affairs in matters of religion is contravened, it is necessary to consider whether the practice in question is religious or the affairs in respect of which the right of management is alleged to have been contravened are affairs in matters of religion.	Reasoning
If the practice is a religious practice or the affairs are the affairs in matter of religion, then, of course, the right guaranteed by Art.	Reasoning
25(1) and Article 26(b) cannot be contravened.60.	Reasoning
It is true that the decision of the question as to whether a certain practice is a religious practice or not, as well as the question as to whether an affair in question is an affair in matters of religion or not, may present difficulties because sometimes practices, religious and secular are inextricably mixed up.	None
This is more particularly so in regard to Hindu religion because as is well known, under the provisions of ancient Smritis, all human actions from birth to death and most of the individual actions from day to day are regarded as religious in character.	None
As an illustration, we may refer to the fact that the Smritis regard marriage as a sacrament and not a contract.	None
Though and the task of disengaging the secular from the religious may not be easy, it must nevertheless be attempted in dealing with the claims for protection under Ars.	None
25(1) and 26(b).	None
If the practice which is protected under the former is a religious practice, and if the right which is protected under the latter is the right to manage affairs in matters of religion, it is necessary that in judging about the merits of the claim made in that behalf of the Court must be satisfied that the practice is religious and the affairs is in regard to a matter of religion.	None
In dealing with this problem under Articles 25(1) and 26(b)	None
Latham C.J.s observation in Adelaide Co. of Jehovahs witnesses v. Commonwealth, 194367 Com WLR 116 at p. 123 that what is religion to one is superstition to another, on which Mr. Pathak relies, is of no relevance.	None
If an obviously secular matter is claimed to be matter of religion, or if an obviously secular practice is alleged to be a religious practice, the Court would be justified in rejecting the claim because the protection guaranteed by Art.	None
25(1) and Art.	Reasoning
26(b) cannot be extended to secular practices and affairs in regard to denominational matters which are not matters of religion, and so, a claim made by a citizen that a purely secular matter amounts to a religious practice, or a similar claim made on behalf of the denomination that a purely secular matter is an affair in matters of religion, may have on the rejected not he ground that it is based on irrational considerations and cannot attract the provisions of Art.	None
25(1) and Art.	Reasoning
26(b).	None
This aspect of the matter must be borne in mind in dealing with true scope and effect of Art.	None
25 (1) and Art.	Reasoning
26 (b).61.	None
Let us then enquire what is the right which has been contravened by the relevant provisions of the Act.	None
The only right which, according to the denomination Has been contravened is the right of the Tilkayat to manage the property belonging to the temple.	None
It is urged that throughout the history of this temple, its properties have been managed by the Tilkayat and so, such management by the Tilkayat amounts to a religious practice under Article 25(1) and constitutites the denominations right to manage the affairs of its religion under Article 26(b).	None
We have no hesitation in rejecting this argument.	Reasoning
The right to manage the properties of the temple is a purely secular matter and it cannot, in our opinion, be regarded as a religious practice so as to fall under Article 25(1) or as amounting to affairs in matters of religion.	Reasoning
It is true that the Tilkayats have been respected by the followers of the denomination and it is also true that the management has remained with the Tilkayats, except on occasions like the minority of the Tilkayat when the Court of Wards stepped in.	Reasoning
If the temple had been private and the properties of the temple had belonged to the Tilkayat, it was another matter.	Reasoning
But once it is held that the temple is a public temple, it is difficult to accede to the argument that the tenets of the Vallabha cult require as a matter of religion that the properties must be managed by the Tilkayat.	Reasoning
In fact, no such tenet has been adduced before us.	Reasoning
So long as the denomination believed that the property belonged to the Tilkayat temple, there was no occasion to consider whether the management of the property should he in the hands of anybody else.	Reasoning
The course of conduct of the denomination and the Tilkayat based on that belief may have spread for many years, but, in our opinion, such a course of conduct cannot be regarded as giving rise to a religious practice under Art. 25 (1).	Reasoning
A distinction must always be made between a practice which is religious and a practice in regard to a matter which is purely secular and has no element of religion associated with it.	Reasoning
Therefore, we are satisfied that the claim made by the denomination that the Act impinges on the rights guaranteed to it by Articles 25 (1) and 26 (b) must be rejected.62.	None
That leaves one more point to be considered under Art. 26 (d).	None
It is urged that the right of the denomination to administer its property has virtually been taken away by the Act, and so, it is invalid.	None
It would be noticed that Art. 26 (d) recognises the denominations right to administer its property, but it clearly provides that the said right to administer the property must be in accordance with law.	None
Mr. Sastri for the denomination suggested that law in the context is the law prescribed by the religious tenets of the denomination and not a legislative enactment passed by a competent legislature.	None
In our opinion, this argument is wholly untenable.	None
In the context, the law means a law passed by a competent legislature and Art.	None
26 (d) provides that though the denomination has the right to administer its property, it must administer the property in accordance with law.	None
In other words, this clause emphatically brings out the competence of the legislature to make a law in regard to the administration of the property belonging to the denomination.	None
It is true that under the guise of regulating the administration of the property by the denomination, the denominations right must not be extinguished or altogether destroyed.	None
That is what this Court has held in the case of the Commissioner, Hindu Religious Endowments Madras, 1954	Reasoning
SCR 1005 (AIR 1954 SC 282 ) (supra) and Ratilal Panachand Gandhi v. State of Bombay, 1954	None
SCR 1055 (AIR 1954 SC 388 ).63.	None
Incidentally, this clause will help to determine the scope and effect of the provisions of Art. 26 (b).	None
Administration of the denominations property which is the subjectmatter of this clause is obviously outside the scope of Art. 26 (b).	None
Matters relating to the administration of the denominations property fall to be governed by Art. 26 (d) and cannot attract the provisions of Art. 26 (b).	None
Article 26 (b) relates to affairs in matters of religion such as the performance of the religious rites or ceremonies or the observance of religious festivals and the like it does not refer to the administration of the property at all.	None
Article 26 (d) therefore, justifies the enactment of a law to regulate the administration of the denominations property and that is precisely what the Act has purported to do in the present case.	None
If the clause affairs in matters of religion were to include affairs in regard to all matters whether religious or not, the provision under Art. 26 (d) for legislative regulation of the administration of the denominations property would be rendered illusory.64.	None
It is, however argued that by the constitution of the Board in which the administration of the property now vests is not the denomination, and since the administration is now left to the Board, the denomination has been wholly deprived of its right to administer the property.	None
It is remarkable that this plea should be made by the representatives of the denomination who in their writ petition were prepared to support the Tilkayat in his case that the temple and the properties of the temple were his private property.	None
That apart, we think that the constitution of the Board has been deliberately so prescribed by the legislature as to ensure that the denomination should be adequately and fairly represented on the Board.	None
We have already construed S. 5 and we have held that S. 5 (2) (g) requires that the members of the Board other than the Collector of Udaipur District should not only profess Hindu religion but must also belong to the PushtiMargiya Vallabhi Sampradaya.	None
It is true that these members are nominated by the State Government, but we have not been told how else this could have been effectively arranged in the interests of the temple itself.	None
The number of the devotees visiting the temple runs into lacs there is no organisation which comprehensively represents the devotees as a class there is no register of the devotees and in the very nature of things, it is impossible to keep such a register.	None
Therefore, the very large mass of Vallabhs followers who constitute the denomination can be represented on the Board of management only by a proper nomination made by the State Government, and so, we are not impressed by the plea that the management by the Board constituted under the Act will not be the management of the denomination.	Reasoning
In this connection, we may refer to clause (1) of the Firman which vested in the Darbar, absolute right to supervise the management of the property.	Reasoning
As a successorininterest of the Darbar, the State of Rajasthan can be trusted to nominate members on the Board who would fairly represent the denomination.	Reasoning
Having regard to all the relevant circumstances of this case, we do not think that the legislature could have adopted and other alternative for the purpose of constituting the Board.	Reasoning
Therefore, we must hold that the challenge to the validity of the Act on the round that it contravenes Articles 25 (1), 26 (b) and 26 (d) must be repelled.65.	Reasoning
It still remains to consider the provisions of the Act which have been challenged by the Tilkayat and the denomination as well as those which have been struck down by the High Court and in respect of which the State has preferred appeals.	None
We will take these sections in their serial order.	None
We have considered Sections 3, 4, 16, 22 and 34 and have held that these sections are valid because the scheme envisaged by the said sections clearly protects the religious rites, ceremonies and services rendered in the temple and the Tilkayats status and powers in respect thereof.	None
The said scheme merely allows the administration of the properties of the temple which is a purely secular matter to be undertaken by the Board, and so, it is not necessary to refer to the said sections again.66.	None
Section 2 (viii) which defines a temple as including the temple of Shri Navnitpriyaji and Shri Madan Mohanlalji has been struck down by the High Court in regards to the said two subsidiary deities.	None
The High Court has held that the two deities Navnitpriyaji and Madan Mohanlalji are the private deities of the Tilkayat and it was not competent to the legislature to include them within the definition of the temple under Section 2 (viii).	None
It was urged before the High Court that the said two idols had been transferred by the Tilkayat to the public temple and made part of it, but it has held that there was no gift or trust deed by the Tilkayat divesting himself of all his rights in those two idols and its property and so, the validity of the section could not be sustained on the ground of such transfer.	None
The correctness of this conclusion is challenged by the learned SolicitorGeneral on behalf of the State.	None
In dealing with this question, the conduct of the Tilkayat needs to be examined.	None
on October 15, 1956 a report was made by Mr. Ranawat to the Tilkayat in respect of these two idols.	None
It appears that the grant of some villages in respect of these idols stood in the name of the Tilkayat and after the said villages were resumed by the State, a question arose as to the compensation payable to the owner of the said villages.	None
In that connection, Mr. Ranawat reported to the Tilkayat that it would be to the advantage of the two idols if the said lands along with the idols were treated as a part of the public temple.	None
He cited the precedent of the lands belonging to the Nathdwara Temple in support of his plea.	None
On receiving this report, the Tilkayat was pleased to transfer the ownership of Shri Thakur Navnitpriyaji, Shri Madan Mohanlalji and Bethaks to the principal temple of Shri Shrinathji.	None
Of course, he retained to himself the right and privilege of worship over those temples and Bethaks as in the case of Shrinathji temple.	None
The Tilkayat also expressed his concurrence with the proposal made in this report and signed in token of his agreement.	None
It appears that after orders were issued in accordance with the decision of the Tilkayat, the who temples were treated as part of the bigger temple of Shrinathji.	None
This is evidenced by the resolution which was passed at the meeting of the Power of Attorney Holders of the Tilkayat on the same day i.e., 15l01956.	None
one of the resolutions passed at the said meeting shows that the proposal regarding the Temple and Bethaks owned by His Holiness stating therein that His Holiness had been pleased to transfer the ownership thereof to Shrinathji, was considered.	None
That proposal along with the list of temples and Bethaks was produced before the Committee.	None
The Tilkayat was present at the meeting and he confirmed the proposal and put his signature thereon before the Committee.	None
Thereupon, the Committee accepted the proposal with thanks and instructed the Executive officer to do the needful in that behalf.	None
Thus, the Tilkayat proposed to the Committee of his Power of Attorney Holders that the two idols and their Bethaks should be transferred from his private estate to the principal temple of Shrinathji and that proposal was accepted and thereafter the two idols were treated as part of the principal temple.67.	None
After this transfer was thus formally completed it appears that the Tilkayat was inclined to change his mind and so, in submitting to the Committee a list of temples and Bethaks transferred by him to the principal temple of Shrinathji, he put a heading to the list which showed that the said transfer had been made for management and administration only and was not intended to be an absolute transfer.	None
This was done on or about November 23, 1956.68.	None
This conduct on the part of the Tilkayat was naturally disapproved by the Committee and the heading of the list was objected to by it in a letter written on December 31, 1956.	None
To this letter the Tilkayat gave a reply on January 7, 1957, and he sought to explain and justify the wording adopted in the heading of the list.	None
It is thus clear that the heading of the list forwarded by the Tilkayat to the Committee must be ignored because that heading clearly shows a change of mind on the part of the Tilkayat and the question as to whether the two idols form part of the principal temple of Shrinathji must be decided in the light of what transpired on October 15, 1956.	None
Judged in that way, there can be no doubt that the Tilkayat solemnly transferred the two idols to the principal temple and in that sense gave up his ownership over the idols and a formal proposal made in that behalf was accented by the Committee.	None
In our opinion, the High Court was in error in not giving effect to this transfer on the ground that no gift or trust deed had been duly executed by the Tilkayat in that behalf.	None
A dedication of private property to a charity need not be made by a writing it can be made orally or even can be inferred from conduct.	None
In the present case, there is much more than conduct in support of the States plea that the two idols had been transferred.	None
